Date,Species,Trap,Longitude,Latitude,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,week_of_year,month,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7
2007-05-29,CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965,2,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T054,-87.632085,41.921965,3,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T086,-87.676709,41.688324,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T086,-87.676709,41.688324,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T091,-87.64886,41.862292,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T094,-87.666014,41.720848,3,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T096,-87.677512,41.731922,5,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS,T096,-87.677512,41.731922,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T129,-87.61156,41.891126,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T129,-87.61156,41.891126,2,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999129,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX PIPIENS/RESTUANS,T148,-87.687769,42.01743,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T153,-87.760886,41.907645,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-29,CULEX RESTUANS,T159,-87.649642,41.732984,1,0,88.0,62.5,75.25,58.5,65.5,0.0,22,5,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469,3,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,88.0,88.0,88.0,88.0,88.0,88.0,88.0,62.5,62.5,62.5,62.5,62.5,62.5,62.5,75.25,75.25,75.25,75.25,75.25,75.25,75.25,58.5,58.5,58.5,58.5,58.5,58.5,58.5,65.5,65.5,65.5,65.5,65.5,65.5,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T002,-87.800991,41.95469,5,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,88.0,88.0,88.0,88.0,88.0,88.0,49.0,62.5,62.5,62.5,62.5,62.5,62.5,56.25,75.25,75.25,75.25,75.25,75.25,75.25,47.5,58.5,58.5,58.5,58.5,58.5,58.5,51.5,65.5,65.5,65.5,65.5,65.5,65.5,0.345,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS,T002,-87.800991,41.95469,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,88.0,88.0,88.0,88.0,88.0,49.0,49.0,62.5,62.5,62.5,62.5,62.5,56.25,56.25,75.25,75.25,75.25,75.25,75.25,47.5,47.5,58.5,58.5,58.5,58.5,58.5,51.5,51.5,65.5,65.5,65.5,65.5,65.5,0.345,0.345,0.0,0.0,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,88.0,88.0,88.0,88.0,49.0,49.0,49.0,62.5,62.5,62.5,62.5,56.25,56.25,56.25,75.25,75.25,75.25,75.25,47.5,47.5,47.5,58.5,58.5,58.5,58.5,51.5,51.5,51.5,65.5,65.5,65.5,65.5,0.345,0.345,0.345,0.0,0.0,0.0,0.0
2007-06-05,CULEX RESTUANS,T015,-87.824812,41.974089,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,88.0,88.0,88.0,49.0,49.0,49.0,49.0,62.5,62.5,62.5,56.25,56.25,56.25,56.25,75.25,75.25,75.25,47.5,47.5,47.5,47.5,58.5,58.5,58.5,51.5,51.5,51.5,51.5,65.5,65.5,65.5,0.345,0.345,0.345,0.345,0.0,0.0,0.0
2007-06-05,CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,88.0,88.0,49.0,49.0,49.0,49.0,49.0,62.5,62.5,56.25,56.25,56.25,56.25,56.25,75.25,75.25,47.5,47.5,47.5,47.5,47.5,58.5,58.5,51.5,51.5,51.5,51.5,51.5,65.5,65.5,0.345,0.345,0.345,0.345,0.345,0.0,0.0
2007-06-05,CULEX RESTUANS,T045,-87.666455,41.9216,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,88.0,49.0,49.0,49.0,49.0,49.0,49.0,62.5,56.25,56.25,56.25,56.25,56.25,56.25,75.25,47.5,47.5,47.5,47.5,47.5,47.5,58.5,51.5,51.5,51.5,51.5,51.5,51.5,65.5,0.345,0.345,0.345,0.345,0.345,0.345,0.0
2007-06-05,CULEX PIPIENS,T045,-87.666455,41.9216,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T046,-87.654491,41.891118,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T048,-87.654224,41.867108,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS,T048,-87.654224,41.867108,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T049,-87.655232,41.896282,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T050,-87.694259,41.919343,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T054,-87.632085,41.921965,3,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T086,-87.676709,41.688324,4,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T094,-87.666014,41.720848,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T096,-87.677512,41.731922,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T096,-87.677512,41.731922,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS,T096,-87.677512,41.731922,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999129,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T143,-87.795585,41.999129,9,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T153,-87.760886,41.907645,3,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T159,-87.649642,41.732984,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T009,-87.812827,41.981964,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T011,-87.832763,41.944869,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T016,-87.811506,42.011601,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T019,-87.698457,41.94983,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T025,-87.750938,41.979243,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX RESTUANS,T028,-87.689778,41.986921,2,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
2007-06-05,CULEX PIPIENS/RESTUANS,T031,-87.763416,41.801498,1,0,63.5,49.0,56.25,47.5,51.5,0.345,23,6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,56.25,56.25,56.25,56.25,56.25,56.25,56.25,47.5,47.5,47.5,47.5,47.5,47.5,47.5,51.5,51.5,51.5,51.5,51.5,51.5,51.5,0.345,0.345,0.345,0.345,0.345,0.345,0.345
