Species,Trap,Longitude,Latitude,Date_week,Date_month,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7
CULEX RESTUANS,T045,-87.666455,41.9216,22,5,2,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T046,-87.654491,41.891118,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T048,-87.654224,41.867108,22,5,2,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T049,-87.655232,41.896282,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T054,-87.632085,41.921965,22,5,3,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T086,-87.676709,41.688324,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T091,-87.64886,41.862292,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T094,-87.666014,41.720848,22,5,3,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T096,-87.677512,41.731922,22,5,5,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T129,-87.61156,41.891126,22,5,2,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T153,-87.760886,41.907645,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX RESTUANS,T159,-87.649642,41.732984,22,5,1,0,88.0,62.5,75.25,58.5,65.5,0.0,77.5,75.0,67.5,68.0,88.0,89.0,87.0,52.0,58.0,49.5,56.5,64.5,63.0,57.5,64.75,66.5,58.5,62.25,76.25,76.0,72.25,48.0,48.0,55.0,45.0,53.5,48.5,45.0,56.5,56.5,56.5,53.0,63.0,61.0,58.0,0.0,0.06,0.645,0.045,0.01,0.0,0.0
CULEX PIPIENS,T002,-87.800991,41.95469,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS,T045,-87.666455,41.9216,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS,T048,-87.654224,41.867108,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS,T096,-87.677512,41.731922,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS,T135,-87.724608,41.662014,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469,23,6,3,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T031,-87.763416,41.801498,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T090,-87.666901,41.868077,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T092,-87.627561,41.869216,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T094,-87.666014,41.720848,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T096,-87.677512,41.731922,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T135,-87.724608,41.662014,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T141,-87.76007,41.961743,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T142,-87.776792,41.953067,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T143,-87.795585,41.999129,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T146,-87.702575,41.958271,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T149,-87.667736,41.994469,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T151,-87.800515,41.916265,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T158,-87.707973,41.682587,23,6,3,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T162,-87.614258,41.725517,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX PIPIENS/RESTUANS,T218,-87.730698,41.948167,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T002,-87.800991,41.95469,23,6,5,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T009,-87.812827,41.981964,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T011,-87.832763,41.944869,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T015,-87.824812,41.974089,23,6,2,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T016,-87.811506,42.011601,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
CULEX RESTUANS,T019,-87.698457,41.94983,23,6,1,0,63.5,49.0,56.25,47.5,51.5,0.345,71.5,77.5,81.0,85.5,79.0,88.0,88.0,57.0,63.0,66.5,64.5,66.5,68.0,62.5,64.25,70.25,73.75,75.0,72.75,78.0,75.25,57.5,60.0,62.5,63.0,61.0,57.5,58.5,60.0,63.5,67.0,66.5,65.5,65.5,65.5,0.35,0.165,0.02,0.2,0.27,0.0,0.0
